country,region,period,year,month,week,date,deaths,expected_deaths,excess_deaths,excess_deaths_pct
Chile,Chile,week,2019,3,10,2019-03-12,1845,1830,15,0.8196721311475272
Chile,Chile,week,2019,3,11,2019-03-19,1856,1805,51,2.825484764542935
Chile,Chile,week,2019,3,12,2019-03-26,1883,1761,122,6.92788188529245
Chile,Chile,week,2019,4,13,2019-04-02,1879,1879,0,0
Chile,Chile,week,2019,4,14,2019-04-09,1984,1868,116,6.209850107066387
Chile,Chile,week,2019,4,15,2019-04-16,1986,1906,80,4.197271773347325
Chile,Chile,week,2019,4,16,2019-04-23,1947,1935,12,0.620155038759691
Chile,Chile,week,2019,4,17,2019-04-30,2089,1990,99,4.9748743718593005
Chile,Chile,week,2019,5,18,2019-05-07,2023,1928,95,4.927385892116192
Chile,Chile,week,2019,5,19,2019-05-14,2135,1924,211,10.966735966735968
Chile,Chile,week,2019,5,20,2019-05-21,1906,1906,0,0
Chile,Chile,week,2019,5,21,2019-05-28,2624,2311,313,13.54392038078754
Chile,Chile,week,2019,6,22,2019-06-04,2380,2127,253,11.894687353079462
Chile,Chile,week,2019,6,23,2019-06-11,2365,2355,10,0.42462845010615524
Chile,Chile,week,2019,6,24,2019-06-18,2381,2381,0,0
Chile,Chile,week,2019,6,25,2019-06-25,2494,2262,232,10.256410256410263
Chile,Chile,week,2019,7,26,2019-07-02,2501,2314,187,8.081244598098536
Chile,Chile,week,2019,7,27,2019-07-09,2479,2479,0,0
Chile,Chile,week,2019,7,28,2019-07-16,2134,2134,0,0
Chile,Chile,week,2019,7,29,2019-07-23,2652,2562,90,3.5128805620609
Chile,Chile,week,2019,7,30,2019-07-30,2408,2384,24,1.0067114093959617
Chile,Chile,week,2019,8,31,2019-08-06,2285,2285,0,0
Chile,Chile,week,2019,8,32,2019-08-13,2290,2244,46,2.0499108734402824
Chile,Chile,week,2019,8,33,2019-08-20,2255,2197,58,2.6399635867091433
Chile,Chile,week,2019,8,34,2019-08-27,2266,2265,1,0.04415011037528416
Chile,Chile,week,2019,9,35,2019-09-03,2182,2182,0,0
Chile,Chile,week,2019,9,36,2019-09-10,2176,2176,0,0
Chile,Chile,week,2019,9,37,2019-09-17,2248,2190,58,2.648401826484019
Chile,Chile,week,2019,9,38,2019-09-24,2186,2186,0,0
Chile,Chile,week,2019,10,39,2019-10-01,2261,2102,159,7.564224548049481
Chile,Chile,week,2019,10,40,2019-10-08,2240,2081,159,7.640557424315247
Chile,Chile,week,2019,10,41,2019-10-15,2132,1969,163,8.278313864906053
Chile,Chile,week,2019,10,42,2019-10-22,1972,1972,0,0
Chile,Chile,week,2019,10,43,2019-10-29,2043,1950,93,4.769230769230774
Chile,Chile,week,2019,11,44,2019-11-05,1979,1930,49,2.538860103626945
Chile,Chile,week,2019,11,45,2019-11-12,2048,2048,0,0
Chile,Chile,week,2019,11,46,2019-11-19,2058,1970,88,4.467005076142129
Chile,Chile,week,2019,11,47,2019-11-26,1986,1943,43,2.2130725681935246
Chile,Chile,week,2019,12,48,2019-12-03,2004,1919,85,4.429390307451797
Chile,Chile,week,2019,12,49,2019-12-10,1905,1899,6,0.3159557661927437
Chile,Chile,week,2019,12,50,2019-12-17,1896,1895,1,0.052770448548812965
Chile,Chile,week,2019,12,51,2019-12-24,1901,1898,3,0.15806111696522862
Chile,Chile,week,2019,12,52,2019-12-31,2022,1941,81,4.173106646058727
US,US,week,2013,1,2,2013-01-11,60795,60980,-185,-0.30337815677270896
US,US,week,2013,1,3,2013-01-18,59168,59293,-125,-0.2108174658054054
US,US,week,2013,1,4,2013-01-25,57852,58047,-195,-0.3359346736265536
US,US,week,2013,2,5,2013-02-01,56349,58152,-1803,-3.1004952538175843
US,US,week,2013,2,6,2013-02-08,55688,58521,-2833,-4.84099724885084
US,US,week,2013,2,7,2013-02-15,54422,58000,-3578,-6.168965517241375
US,US,week,2013,2,8,2013-02-22,53472,57793,-4321,-7.476684027477376
US,US,week,2013,3,9,2013-03-01,53057,56692,-3635,-6.41183941296832
US,US,week,2013,3,10,2013-03-08,53335,57093,-3758,-6.582243007023621
US,US,week,2013,3,11,2013-03-15,53019,56326,-3307,-5.8711784966090335
US,US,week,2013,3,12,2013-03-22,52069,55766,-3697,-6.6294875013449115
US,US,week,2013,3,13,2013-03-29,51793,54918,-3125,-5.690301904657858
US,US,week,2013,4,14,2013-04-05,51330,55160,-3830,-6.9434372733865075
US,US,week,2013,4,15,2013-04-12,50853,54861,-4008,-7.3057363154153165
US,US,week,2013,4,16,2013-04-19,49539,53149,-3610,-6.792225629833112
US,US,week,2013,4,17,2013-04-26,48353,53295,-4942,-9.272914907589836
US,US,week,2013,5,18,2013-05-03,48368,52657,-4289,-8.1451658848776
US,US,week,2013,5,19,2013-05-10,47914,51985,-4071,-7.831105126478789
US,US,week,2013,5,20,2013-05-17,47343,50672,-3329,-6.569703189137982
US,US,week,2013,5,21,2013-05-24,47294,50929,-3635,-7.137387343164008
US,US,week,2013,5,22,2013-05-31,46598,51045,-4447,-8.711920854148303
US,US,week,2013,6,23,2013-06-07,46977,51418,-4441,-8.637053172040922
US,US,week,2013,6,24,2013-06-14,46532,50797,-4265,-8.396165127861877
US,US,week,2013,6,25,2013-06-21,46449,51044,-4595,-9.002037457879482
US,US,week,2013,6,26,2013-06-28,46383,50617,-4234,-8.364778631685013
US,US,week,2013,7,27,2013-07-05,46638,50959,-4321,-8.479365764634323
US,US,week,2013,7,28,2013-07-12,45767,49973,-4206,-8.416544934264508
US,US,week,2013,7,29,2013-07-19,46130,50126,-3996,-7.971910784822242
US,US,week,2013,7,30,2013-07-26,46173,49698,-3525,-7.092840758179406
US,US,week,2013,8,31,2013-08-02,46142,50087,-3945,-7.876295246271496
US,US,week,2013,8,32,2013-08-09,46009,50236,-4227,-8.414284576797513
US,US,week,2013,8,33,2013-08-16,45828,50185,-4357,-8.681877054896887
US,US,week,2013,8,34,2013-08-23,46003,49517,-3514,-7.096552699073044
US,US,week,2013,8,35,2013-08-30,46270,50611,-4341,-8.577186777577992
US,US,week,2013,9,36,2013-09-06,45581,50299,-4718,-9.37990814926738
US,US,week,2013,9,37,2013-09-13,46188,51083,-4895,-9.582444257385035
US,US,week,2013,9,38,2013-09-20,46555,51229,-4674,-9.123738507485996
US,US,week,2013,9,39,2013-09-27,46654,50959,-4305,-8.447967974253814
US,US,week,2013,10,40,2013-10-04,47492,52107,-4615,-8.856775481221334
US,US,week,2013,10,41,2013-10-11,47304,51849,-4545,-8.765839264016662
US,US,week,2013,10,42,2013-10-18,47602,52222,-4620,-8.846846156792154
US,US,week,2013,10,43,2013-10-25,47746,52543,-4797,-9.129665226576336
US,US,week,2013,11,44,2013-11-01,48777,53638,-4861,-9.062604869681948
US,US,week,2013,11,45,2013-11-08,48939,53240,-4301,-8.078512396694208
US,US,week,2013,11,46,2013-11-15,49409,53767,-4358,-8.10534342626518
US,US,week,2013,11,47,2013-11-22,49591,54120,-4529,-8.36844050258685
US,US,week,2013,11,48,2013-11-29,49288,54760,-5472,-9.992695398100807
US,US,week,2013,12,49,2013-12-06,50812,55595,-4783,-8.603291662919332
US,US,week,2013,12,50,2013-12-13,51848,56387,-4539,-8.049727774132336
US,US,week,2013,12,51,2013-12-20,52548,56696,-4148,-7.316212783970656
US,US,week,2014,1,1,2014-01-04,53277,59342,-6065,-10.220417242425256
US,US,week,2014,1,2,2014-01-11,55620,60980,-5360,-8.789767136766159
US,US,week,2014,1,3,2014-01-18,54580,59293,-4713,-7.948661730727068
US,US,week,2014,1,4,2014-01-25,54085,58047,-3962,-6.82550347132495
US,US,week,2014,2,5,2014-02-01,53955,58152,-4197,-7.217292612463893
US,US,week,2014,2,6,2014-02-08,53397,58521,-5124,-8.755831240067664
US,US,week,2014,2,7,2014-02-15,53815,58000,-4185,-7.215517241379317
US,US,week,2014,2,8,2014-02-22,52642,57793,-5151,-8.912844116069422
US,US,week,2014,3,9,2014-03-01,51674,56692,-5018,-8.851337049319127
US,US,week,2014,3,10,2014-03-08,52058,57093,-5035,-8.818944529101643
US,US,week,2014,3,11,2014-03-15,51782,56326,-4544,-8.067322373326704
US,US,week,2014,3,12,2014-03-22,51385,55766,-4381,-7.8560413154968955
US,US,week,2014,3,13,2014-03-29,50858,54918,-4060,-7.392840234531491
US,US,week,2014,4,14,2014-04-05,50749,55160,-4411,-7.996736765772297
US,US,week,2014,4,15,2014-04-12,50532,54861,-4329,-7.890851424509222
US,US,week,2014,4,16,2014-04-19,49736,53149,-3413,-6.421569549756342
US,US,week,2014,4,17,2014-04-26,49747,53295,-3548,-6.657284923538796
US,US,week,2014,5,18,2014-05-03,49590,52657,-3067,-5.82448677288869
US,US,week,2014,5,19,2014-05-10,50321,51985,-1664,-3.2009233432720947
US,US,week,2014,5,20,2014-05-17,47931,50672,-2741,-5.409299021155661
US,US,week,2014,5,21,2014-05-24,48598,50929,-2331,-4.576960081682344
US,US,week,2014,5,22,2014-05-31,48163,51045,-2882,-5.6459986286609904
US,US,week,2014,6,23,2014-06-07,47750,51418,-3668,-7.133688591543816
US,US,week,2014,6,24,2014-06-14,47715,50797,-3082,-6.06728743823453
US,US,week,2014,6,25,2014-06-21,47540,51044,-3504,-6.864665778543994
US,US,week,2014,6,26,2014-06-28,47341,50617,-3276,-6.472133868068042
US,US,week,2014,7,27,2014-07-05,47240,50959,-3719,-7.29802390156793
US,US,week,2014,7,28,2014-07-12,47292,49973,-2681,-5.364897044403989
US,US,week,2014,7,29,2014-07-19,47098,50126,-3028,-6.04077724135179
US,US,week,2014,7,30,2014-07-26,47122,49698,-2576,-5.183307175339053
US,US,week,2014,8,31,2014-08-02,46936,50087,-3151,-6.291053566793778
US,US,week,2014,8,32,2014-08-09,46885,50236,-3351,-6.670515168405117
US,US,week,2014,8,33,2014-08-16,46646,50185,-3539,-7.051907940619699
US,US,week,2014,8,34,2014-08-23,46631,49517,-2886,-5.828301391441329
US,US,week,2014,8,35,2014-08-30,46393,50611,-4218,-8.334156606271364
US,US,week,2014,9,36,2014-09-06,47288,50299,-3011,-5.9862025089962145
US,US,week,2014,9,37,2014-09-13,46814,51083,-4269,-8.356987647553979
US,US,week,2014,9,38,2014-09-20,47944,51229,-3285,-6.412383610845424
US,US,week,2014,9,39,2014-09-27,48413,50959,-2546,-4.996173394297372
US,US,week,2014,10,40,2014-10-04,48359,52107,-3748,-7.192891550079636
US,US,week,2014,10,41,2014-10-11,49351,51849,-2498,-4.817836409573957
US,US,week,2014,10,42,2014-10-18,49224,52222,-2998,-5.740875493087202
US,US,week,2014,10,43,2014-10-25,49044,52543,-3499,-6.659307614715573
US,US,week,2014,11,44,2014-11-01,48947,53638,-4691,-8.745665386479743
US,US,week,2014,11,45,2014-11-08,50952,53240,-2288,-4.297520661157023
US,US,week,2014,11,46,2014-11-15,50361,53767,-3406,-6.334740640169628
US,US,week,2014,11,47,2014-11-22,52469,54120,-1651,-3.0506282335550594
US,US,week,2014,11,48,2014-11-29,51762,54760,-2998,-5.474799123447767
US,US,week,2014,12,49,2014-12-06,52727,55595,-2868,-5.158737296519462
US,US,week,2014,12,50,2014-12-13,53554,56387,-2833,-5.0242077074503015
US,US,week,2014,12,51,2014-12-20,54622,56696,-2074,-3.658106391985328
US,US,week,2015,1,1,2015-01-03,59342,59342,0,0
US,US,week,2015,1,2,2015-01-04,61737,60980,757,1.2413906198753608
US,US,week,2015,1,3,2015-01-11,61141,59293,1848,3.1167254144671404
US,US,week,2015,1,4,2015-01-18,58628,58047,581,1.0009130532154984
US,US,week,2015,1,5,2015-01-25,57269,58152,-883,-1.5184344476544283
US,US,week,2015,2,6,2015-02-01,57284,58521,-1237,-2.1137711248953366
US,US,week,2015,2,7,2015-02-08,56420,58000,-1580,-2.724137931034491
US,US,week,2015,2,8,2015-02-15,56348,57793,-1445,-2.5003028048379576
US,US,week,2015,2,9,2015-02-22,55668,56692,-1024,-1.8062513229379817
US,US,week,2015,3,10,2015-03-01,55732,57093,-1361,-2.3838298915804046
US,US,week,2015,3,11,2015-03-08,55272,56326,-1054,-1.8712495117707704
US,US,week,2015,3,12,2015-03-15,54262,55766,-1504,-2.696983825269882
US,US,week,2015,3,13,2015-03-22,53238,54918,-1680,-3.0591063039440627
US,US,week,2015,3,14,2015-03-29,53009,55160,-2151,-3.8995649021029664
US,US,week,2015,4,15,2015-04-05,52696,54861,-2165,-3.9463371065055384
US,US,week,2015,4,16,2015-04-12,52844,53149,-305,-0.5738583980883902
US,US,week,2015,4,17,2015-04-19,51608,53295,-1687,-3.1654001313444127
US,US,week,2015,4,18,2015-04-26,51466,52657,-1191,-2.261807546954813
US,US,week,2015,5,19,2015-05-03,51659,51985,-326,-0.6271039722997074
US,US,week,2015,5,20,2015-05-10,50672,50672,0,0
US,US,week,2015,5,21,2015-05-17,49327,50929,-1602,-3.14555557737242
US,US,week,2015,5,22,2015-05-24,49718,51045,-1327,-2.5996669605250275
US,US,week,2015,5,23,2015-05-31,49041,51418,-2377,-4.6228947061340335
US,US,week,2015,6,24,2015-06-07,49751,50797,-1046,-2.059176723034824
US,US,week,2015,6,25,2015-06-14,49109,51044,-1935,-3.7908471122952676
US,US,week,2015,6,26,2015-06-21,49057,50617,-1560,-3.081968508603822
US,US,week,2015,6,27,2015-06-28,49218,50959,-1741,-3.416472065778379
US,US,week,2015,7,28,2015-07-05,48917,49973,-1056,-2.1131410961919386
US,US,week,2015,7,29,2015-07-12,49227,50126,-899,-1.793480429318123
US,US,week,2015,7,30,2015-07-19,48548,49698,-1150,-2.313976417562074
US,US,week,2015,7,31,2015-07-26,48258,50087,-1829,-3.651646135723837
US,US,week,2015,8,32,2015-08-02,47732,50236,-2504,-4.984473286089653
US,US,week,2015,8,33,2015-08-09,47977,50185,-2208,-4.399721032180921
US,US,week,2015,8,34,2015-08-16,48438,49517,-1079,-2.1790496193226545
US,US,week,2015,8,35,2015-08-23,48496,50611,-2115,-4.178933433443319
US,US,week,2015,8,36,2015-08-30,48723,50299,-1576,-3.1332630867412945
US,US,week,2015,9,37,2015-09-06,48762,51083,-2321,-4.543585928782562
US,US,week,2015,9,38,2015-09-13,48857,51229,-2372,-4.630189931484125
US,US,week,2015,9,39,2015-09-20,49228,50959,-1731,-3.396848446790557
US,US,week,2015,9,40,2015-09-27,48805,52107,-3302,-6.336960485155544
US,US,week,2015,10,41,2015-10-04,50950,51849,-899,-1.7338810777449964
US,US,week,2015,10,42,2015-10-11,49830,52222,-2392,-4.580445023170313
US,US,week,2015,10,43,2015-10-18,50667,52543,-1876,-3.570408998344206
US,US,week,2015,10,44,2015-10-25,50384,53638,-3254,-6.066594578470486
US,US,week,2015,11,45,2015-11-01,51158,53240,-2082,-3.9105935386927086
US,US,week,2015,11,46,2015-11-08,50668,53767,-3099,-5.763758439191321
US,US,week,2015,11,47,2015-11-15,51387,54120,-2733,-5.049889135254986
US,US,week,2015,11,48,2015-11-22,51196,54760,-3564,-6.508400292184078
US,US,week,2015,11,49,2015-11-29,51996,55595,-3599,-6.473603741343652
US,US,week,2015,12,50,2015-12-06,53556,56387,-2831,-5.020660790607764
US,US,week,2015,12,51,2015-12-13,51842,56696,-4854,-8.561450543248199
US,US,week,2016,1,1,2016-01-04,55788,59342,-3554,-5.989012840821005
US,US,week,2016,1,2,2016-01-11,55525,60980,-5455,-8.945555919973756
US,US,week,2016,1,3,2016-01-18,55182,59293,-4111,-6.9333648154082255
US,US,week,2016,1,4,2016-01-25,55606,58047,-2441,-4.205213017037906
US,US,week,2016,2,5,2016-02-01,54896,58152,-3256,-5.599119548768755
US,US,week,2016,2,6,2016-02-08,55106,58521,-3415,-5.835512038413555
US,US,week,2016,2,7,2016-02-15,55785,58000,-2215,-3.818965517241381
US,US,week,2016,2,8,2016-02-22,54873,57793,-2920,-5.052515010468397
US,US,week,2016,2,9,2016-02-29,55875,56692,-817,-1.4411204402737638
US,US,week,2016,3,10,2016-03-07,56112,57093,-981,-1.7182491724029205
US,US,week,2016,3,11,2016-03-14,54462,56326,-1864,-3.309306536945627
US,US,week,2016,3,12,2016-03-21,54662,55766,-1104,-1.9797008930172524
US,US,week,2016,3,13,2016-03-28,53880,54918,-1038,-1.8900906806511557
US,US,week,2016,4,14,2016-04-04,54066,55160,-1094,-1.983321247280628
US,US,week,2016,4,15,2016-04-11,53490,54861,-1371,-2.4990430360365252
US,US,week,2016,4,16,2016-04-18,53149,53149,0,0
US,US,week,2016,4,17,2016-04-25,51027,53295,-2268,-4.255558682803269
US,US,week,2016,5,18,2016-05-02,51270,52657,-1387,-2.6340277645897032
US,US,week,2016,5,19,2016-05-09,51000,51985,-985,-1.8947773396171925
US,US,week,2016,5,20,2016-05-16,50469,50672,-203,-0.40061572466055395
US,US,week,2016,5,21,2016-05-23,50490,50929,-439,-0.8619843311276583
US,US,week,2016,5,22,2016-05-30,49711,51045,-1334,-2.6133803506709796
US,US,week,2016,6,23,2016-06-06,49917,51418,-1501,-2.9192111711851823
US,US,week,2016,6,24,2016-06-13,49910,50797,-887,-1.7461661121719771
US,US,week,2016,6,25,2016-06-20,49623,51044,-1421,-2.7838727372462984
US,US,week,2016,6,26,2016-06-27,49746,50617,-871,-1.7207657506371419
US,US,week,2016,7,27,2016-07-04,49698,50959,-1261,-2.474538354363304
US,US,week,2016,7,28,2016-07-11,49637,49973,-336,-0.6723630760610746
US,US,week,2016,7,29,2016-07-18,49275,50126,-851,-1.697721741212149
US,US,week,2016,7,30,2016-07-25,49698,49698,0,0
US,US,week,2016,8,31,2016-08-01,49505,50087,-582,-1.1619781580050699
US,US,week,2016,8,32,2016-08-08,49740,50236,-496,-0.9873397563500248
US,US,week,2016,8,33,2016-08-15,49809,50185,-376,-0.7492278569293518
US,US,week,2016,8,34,2016-08-22,49509,49517,-8,-0.016156067613138703
US,US,week,2016,8,35,2016-08-29,49576,50611,-1035,-2.045009978068009
US,US,week,2016,9,36,2016-09-05,50075,50299,-224,-0.4453368854251636
US,US,week,2016,9,37,2016-09-12,49915,51083,-1168,-2.2864749525282377
US,US,week,2016,9,38,2016-09-19,49876,51229,-1353,-2.6410821995354183
US,US,week,2016,9,39,2016-09-26,50254,50959,-705,-1.3834651386408723
US,US,week,2016,10,40,2016-10-03,51400,52107,-707,-1.356823459420042
US,US,week,2016,10,41,2016-10-10,52124,51849,275,0.5303863141044189
US,US,week,2016,10,42,2016-10-17,51436,52222,-786,-1.5051127877139976
US,US,week,2016,10,43,2016-10-24,51864,52543,-679,-1.2922748986544264
US,US,week,2016,10,44,2016-10-31,51741,53638,-1897,-3.536671762556395
US,US,week,2016,11,45,2016-11-07,52524,53240,-716,-1.344853493613826
US,US,week,2016,11,46,2016-11-14,53442,53767,-325,-0.6044599847490133
US,US,week,2016,11,47,2016-11-21,53128,54120,-992,-1.832963784183292
US,US,week,2016,11,48,2016-11-28,54496,54760,-264,-0.482103725346974
US,US,week,2016,12,49,2016-12-05,55133,55595,-462,-0.8310099829121356
US,US,week,2016,12,50,2016-12-12,55977,56387,-410,-0.7271179527195955
US,US,week,2016,12,51,2016-12-19,56696,56696,0,0
US,US,week,2017,1,1,2017-01-04,59763,59342,421,0.7094469347173913
US,US,week,2017,1,2,2017-01-11,60980,60980,0,0
US,US,week,2017,1,3,2017-01-18,59293,59293,0,0
US,US,week,2017,1,4,2017-01-25,58047,58047,0,0
US,US,week,2017,2,5,2017-02-01,58431,58152,279,0.47977713578208636
US,US,week,2017,2,6,2017-02-08,59038,58521,517,0.8834435501785691
US,US,week,2017,2,7,2017-02-15,58479,58000,479,0.8258620689655061
US,US,week,2017,2,8,2017-02-22,58288,57793,495,0.8565051130759826
US,US,week,2017,3,9,2017-03-01,57256,56692,564,0.9948493614619309
US,US,week,2017,3,10,2017-03-08,57477,57093,384,0.6725868320109214
US,US,week,2017,3,11,2017-03-15,56656,56326,330,0.5858750843304961
US,US,week,2017,3,12,2017-03-22,57045,55766,1279,2.2935121758777655
US,US,week,2017,3,13,2017-03-29,55703,54918,785,1.4294038384500425
US,US,week,2017,4,14,2017-04-05,55160,55160,0,0
US,US,week,2017,4,15,2017-04-12,54861,54861,0,0
US,US,week,2017,4,16,2017-04-19,53070,53149,-79,-0.14863873261961658
US,US,week,2017,4,17,2017-04-26,53295,53295,0,0
US,US,week,2017,5,18,2017-05-03,52657,52657,0,0
US,US,week,2017,5,19,2017-05-10,51985,51985,0,0
US,US,week,2017,5,20,2017-05-17,52480,50672,1808,3.5680454688980205
US,US,week,2017,5,21,2017-05-24,50972,50929,43,0.08443126705806492
US,US,week,2017,5,22,2017-05-31,51256,51045,211,0.4133607601136191
US,US,week,2017,6,23,2017-06-07,51418,51418,0,0
US,US,week,2017,6,24,2017-06-14,50797,50797,0,0
US,US,week,2017,6,25,2017-06-21,51195,51044,151,0.29582321134707
US,US,week,2017,6,26,2017-06-28,50617,50617,0,0
US,US,week,2017,7,27,2017-07-05,50959,50959,0,0
US,US,week,2017,7,28,2017-07-12,49973,49973,0,0
US,US,week,2017,7,29,2017-07-19,50126,50126,0,0
US,US,week,2017,7,30,2017-07-26,49362,49698,-336,-0.6760835446094404
US,US,week,2017,8,31,2017-08-02,50087,50087,0,0
US,US,week,2017,8,32,2017-08-09,50236,50236,0,0
US,US,week,2017,8,33,2017-08-16,50185,50185,0,0
US,US,week,2017,8,34,2017-08-23,49517,49517,0,0
US,US,week,2017,8,35,2017-08-30,50832,50611,221,0.43666396633143734
US,US,week,2017,9,36,2017-09-06,50979,50299,680,1.3519155450406544
US,US,week,2017,9,37,2017-09-13,51693,51083,610,1.194135035138899
US,US,week,2017,9,38,2017-09-20,51229,51229,0,0
US,US,week,2017,9,39,2017-09-27,51342,50959,383,0.751584607233255
US,US,week,2017,10,40,2017-10-04,52107,52107,0,0
US,US,week,2017,10,41,2017-10-11,51577,51849,-272,-0.5246002815869133
US,US,week,2017,10,42,2017-10-18,52222,52222,0,0
US,US,week,2017,10,43,2017-10-25,52543,52543,0,0
US,US,week,2017,11,44,2017-11-01,53667,53638,29,0.05406614713450608
US,US,week,2017,11,45,2017-11-08,53240,53240,0,0
US,US,week,2017,11,46,2017-11-15,53767,53767,0,0
US,US,week,2017,11,47,2017-11-22,54120,54120,0,0
US,US,week,2017,11,48,2017-11-29,54760,54760,0,0
US,US,week,2017,12,49,2017-12-06,55595,55595,0,0
US,US,week,2017,12,50,2017-12-13,57370,56387,983,1.743309628105763
US,US,week,2017,12,51,2017-12-20,59505,56696,2809,4.9544941442077
US,US,week,2018,1,1,2018-01-04,66134,59342,6792,11.445519193825618
US,US,week,2018,1,2,2018-01-11,67495,60980,6515,10.683830764184975
US,US,week,2018,1,3,2018-01-18,64647,59293,5354,9.029733695377189
US,US,week,2018,1,4,2018-01-25,62780,58047,4733,8.153737488586827
US,US,week,2018,2,5,2018-02-01,60974,58152,2822,4.8527995597743825
US,US,week,2018,2,6,2018-02-08,61110,58521,2589,4.424052904085713
US,US,week,2018,2,7,2018-02-15,59779,58000,1779,3.0672413793103317
US,US,week,2018,2,8,2018-02-22,57793,57793,0,0
US,US,week,2018,3,9,2018-03-01,56692,56692,0,0
US,US,week,2018,3,10,2018-03-08,57093,57093,0,0
US,US,week,2018,3,11,2018-03-15,56326,56326,0,0
US,US,week,2018,3,12,2018-03-22,55766,55766,0,0
US,US,week,2018,3,13,2018-03-29,54918,54918,0,0
US,US,week,2018,4,14,2018-04-05,55294,55160,134,0.24292965917331344
US,US,week,2018,4,15,2018-04-12,55228,54861,367,0.6689633801789938
US,US,week,2018,4,16,2018-04-19,54038,53149,889,1.672656117706822
US,US,week,2018,4,17,2018-04-26,53727,53295,432,0.8105826062482464
US,US,week,2018,5,18,2018-05-03,53741,52657,1084,2.058605693450062
US,US,week,2018,5,19,2018-05-10,52105,51985,120,0.2308358180244312
US,US,week,2018,5,20,2018-05-17,50618,50672,-54,-0.10656772971266548
US,US,week,2018,5,21,2018-05-24,50929,50929,0,0
US,US,week,2018,5,22,2018-05-31,51045,51045,0,0
US,US,week,2018,6,23,2018-06-07,52001,51418,583,1.133844179081251
US,US,week,2018,6,24,2018-06-14,51387,50797,590,1.1614859145225154
US,US,week,2018,6,25,2018-06-21,51044,51044,0,0
US,US,week,2018,6,26,2018-06-28,50855,50617,238,0.4701977596459699
US,US,week,2018,7,27,2018-07-05,51684,50959,725,1.422712376616488
US,US,week,2018,7,28,2018-07-12,51191,49973,1218,2.4373161507213865
US,US,week,2018,7,29,2018-07-19,50609,50126,483,0.9635717990663437
US,US,week,2018,7,30,2018-07-26,50274,49698,576,1.1590003621876122
US,US,week,2018,8,31,2018-08-02,50637,50087,550,1.0980893245752412
US,US,week,2018,8,32,2018-08-09,50967,50236,731,1.4551317780077966
US,US,week,2018,8,33,2018-08-16,50301,50185,116,0.23114476437183384
US,US,week,2018,8,34,2018-08-23,50459,49517,942,1.902376961447601
US,US,week,2018,8,35,2018-08-30,50611,50611,0,0
US,US,week,2018,9,36,2018-09-06,50299,50299,0,0
US,US,week,2018,9,37,2018-09-13,51083,51083,0,0
US,US,week,2018,9,38,2018-09-20,51583,51229,354,0.6910148548673618
US,US,week,2018,9,39,2018-09-27,50959,50959,0,0
US,US,week,2018,10,40,2018-10-04,52357,52107,250,0.47978198706508124
US,US,week,2018,10,41,2018-10-11,51849,51849,0,0
US,US,week,2018,10,42,2018-10-18,52979,52222,757,1.4495806365133461
US,US,week,2018,10,43,2018-10-25,53763,52543,1220,2.3219077707782105
US,US,week,2018,11,44,2018-11-01,53638,53638,0,0
US,US,week,2018,11,45,2018-11-08,53561,53240,321,0.6029301277235248
US,US,week,2018,11,46,2018-11-15,54698,53767,931,1.7315453716963987
US,US,week,2018,11,47,2018-11-22,54847,54120,727,1.3433111603843315
US,US,week,2018,11,48,2018-11-29,55060,54760,300,0.5478451424397264
US,US,week,2018,12,49,2018-12-06,55967,55595,372,0.6691249213058654
US,US,week,2018,12,50,2018-12-13,56387,56387,0,0
US,US,week,2018,12,51,2018-12-20,56528,56696,-168,-0.2963172005079713
US,US,week,2019,1,1,2019-01-04,58299,59342,-1043,-1.7576084392167388
US,US,week,2019,1,2,2019-01-11,58362,60980,-2618,-4.293210888816006
US,US,week,2019,1,3,2019-01-18,58220,59293,-1073,-1.809657126473624
US,US,week,2019,1,4,2019-01-25,57908,58047,-139,-0.23946112632866345
US,US,week,2019,2,5,2019-02-01,58152,58152,0,0
US,US,week,2019,2,6,2019-02-08,58521,58521,0,0
US,US,week,2019,2,7,2019-02-15,58000,58000,0,0
US,US,week,2019,2,8,2019-02-22,58005,57793,212,0.3668264322668904
US,US,week,2019,3,9,2019-03-01,57972,56692,1280,2.2578141536724843
US,US,week,2019,3,10,2019-03-08,58547,57093,1454,2.54672201495805
US,US,week,2019,3,11,2019-03-15,57917,56326,1591,2.8246280580904113
US,US,week,2019,3,12,2019-03-22,57095,55766,1329,2.383172542409369
US,US,week,2019,3,13,2019-03-29,56675,54918,1757,3.1993153428748258
US,US,week,2019,4,14,2019-04-05,56599,55160,1439,2.6087744742567196
US,US,week,2019,4,15,2019-04-12,55492,54861,631,1.1501795446674237
US,US,week,2019,4,16,2019-04-19,54468,53149,1319,2.4817023838642314
US,US,week,2019,4,17,2019-04-26,53656,53295,361,0.6773618538324513
US,US,week,2019,5,18,2019-05-03,53987,52657,1330,2.5257800482366974
US,US,week,2019,5,19,2019-05-10,53477,51985,1492,2.870058670770419
US,US,week,2019,5,20,2019-05-17,53578,50672,2906,5.734922639722129
US,US,week,2019,5,21,2019-05-24,53695,50929,2766,5.431090341455743
US,US,week,2019,5,22,2019-05-31,52726,51045,1681,3.2931726907630576
US,US,week,2019,6,23,2019-06-07,53141,51418,1723,3.3509665875763375
US,US,week,2019,6,24,2019-06-14,52646,50797,1849,3.6399787389018883
