country,region,period,year,month,week,date,deaths,expected_deaths,excess_deaths,excess_deaths_pct
Italy,Italy,week,2015,1,2,2015-01-15,16016,16016,0,0
Italy,Italy,week,2015,1,3,2015-01-22,15282,15337,-55,-0.35860989763317264
Italy,Italy,week,2015,1,4,2015-01-29,15040,15040,0,0
Italy,Italy,week,2015,2,5,2015-02-05,15899,15899,0,0
Italy,Italy,week,2015,2,6,2015-02-12,15713,14252,1461,10.251192815043495
Italy,Italy,week,2015,2,7,2015-02-19,15490,14232,1258,8.839235525576171
Italy,Italy,week,2015,2,8,2015-02-26,15093,14139,954,6.747294716740939
Italy,Italy,week,2015,3,9,2015-03-05,14610,14610,0,0
Italy,Italy,week,2015,3,10,2015-03-12,14055,13772,283,2.0548939878013357
Italy,Italy,week,2015,3,11,2015-03-19,13749,13206,543,4.111767378464322
Italy,Italy,week,2015,3,12,2015-03-26,13556,12868,688,5.346596207646883
Italy,Italy,week,2015,4,13,2015-04-02,12994,12708,286,2.250550834120247
Italy,Italy,week,2015,4,14,2015-04-09,12798,12682,116,0.9146822267781118
Italy,Italy,week,2015,4,15,2015-04-16,13263,12182,1081,8.873748153012656
Italy,Italy,week,2015,4,16,2015-04-23,12567,12101,466,3.850921411453598
Italy,Italy,week,2015,4,17,2015-04-30,12073,11783,290,2.4611728761775566
Italy,Italy,week,2016,1,2,2016-01-15,13449,16016,-2567,-16.027722277722276
Italy,Italy,week,2016,1,3,2016-01-22,13373,15337,-1964,-12.805633435482818
Italy,Italy,week,2016,1,4,2016-01-29,13595,15040,-1445,-9.607712765957444
Italy,Italy,week,2016,2,5,2016-02-05,13264,15899,-2635,-16.573369394301523
Italy,Italy,week,2016,2,6,2016-02-12,13354,14252,-898,-6.300870053325852
Italy,Italy,week,2016,2,7,2016-02-19,13035,14232,-1197,-8.410623946037106
Italy,Italy,week,2016,2,8,2016-02-26,12845,14139,-1294,-9.15199094702595
Italy,Italy,week,2016,3,9,2016-03-04,12864,14610,-1746,-11.950718685831617
Italy,Italy,week,2016,3,10,2016-03-11,12924,13772,-848,-6.157420853906487
Italy,Italy,week,2016,3,11,2016-03-18,12939,13206,-267,-2.0218082689686554
Italy,Italy,week,2016,3,12,2016-03-25,13047,12868,179,1.3910475598383698
Italy,Italy,week,2016,4,13,2016-04-01,12708,12708,0,0
Italy,Italy,week,2016,4,14,2016-04-08,12682,12682,0,0
Italy,Italy,week,2016,4,15,2016-04-15,11974,12182,-208,-1.7074372024298157
Italy,Italy,week,2016,4,16,2016-04-22,11789,12101,-312,-2.5782993141062747
Italy,Italy,week,2016,4,17,2016-04-29,11593,11783,-190,-1.6124925740473515
Italy,Italy,week,2017,1,2,2017-01-15,19235,16016,3219,20.098651348651345
Italy,Italy,week,2017,1,3,2017-01-22,18102,15337,2765,18.028297581013234
Italy,Italy,week,2017,1,4,2017-01-29,16655,15040,1615,10.738031914893625
Italy,Italy,week,2017,2,5,2017-02-05,15959,15899,60,0.3773822252971968
Italy,Italy,week,2017,2,6,2017-02-12,14252,14252,0,0
Italy,Italy,week,2017,2,7,2017-02-19,13980,14232,-252,-1.7706576728499215
Italy,Italy,week,2017,2,8,2017-02-26,13462,14139,-677,-4.788174552655775
Italy,Italy,week,2017,3,9,2017-03-05,13248,14610,-1362,-9.322381930184804
Italy,Italy,week,2017,3,10,2017-03-12,13046,13772,-726,-5.271565495207668
Italy,Italy,week,2017,3,11,2017-03-19,12910,13206,-296,-2.2414054217779693
Italy,Italy,week,2017,3,12,2017-03-26,12733,12868,-135,-1.0491140814423403
Italy,Italy,week,2017,4,13,2017-04-02,12432,12708,-276,-2.1718602455146367
Italy,Italy,week,2017,4,14,2017-04-09,12031,12682,-651,-5.133259738211635
Italy,Italy,week,2017,4,15,2017-04-16,12276,12182,94,0.7716302741750098
Italy,Italy,week,2017,4,16,2017-04-23,11753,12101,-348,-2.875795388810843
Italy,Italy,week,2017,4,17,2017-04-30,12145,11783,362,3.072222693711282
Italy,Italy,week,2018,1,2,2018-01-15,16021,16016,5,0.031218781218782965
Italy,Italy,week,2018,1,3,2018-01-22,15337,15337,0,0
Italy,Italy,week,2018,1,4,2018-01-29,14832,15040,-208,-1.382978723404264
Italy,Italy,week,2018,2,5,2018-02-05,14662,15899,-1237,-7.780363544877034
Italy,Italy,week,2018,2,6,2018-02-12,13989,14252,-263,-1.8453550378894192
Italy,Italy,week,2018,2,7,2018-02-19,14232,14232,0,0
Italy,Italy,week,2018,2,8,2018-02-26,14139,14139,0,0
Italy,Italy,week,2018,3,9,2018-03-05,14752,14610,142,0.9719370294318992
Italy,Italy,week,2018,3,10,2018-03-12,14206,13772,434,3.151321521928537
Italy,Italy,week,2018,3,11,2018-03-19,13309,13206,103,0.779948508253824
Italy,Italy,week,2018,3,12,2018-03-26,12560,12868,-308,-2.3935343487721497
Italy,Italy,week,2018,4,13,2018-04-02,12849,12708,141,1.1095372993389958
Italy,Italy,week,2018,4,14,2018-04-09,12627,12682,-55,-0.43368553855859204
Italy,Italy,week,2018,4,15,2018-04-16,12144,12182,-38,-0.3119356427516067
Italy,Italy,week,2018,4,16,2018-04-23,12101,12101,0,0
Italy,Italy,week,2018,4,17,2018-04-30,11719,11783,-64,-0.5431553933633211
Italy,Italy,week,2019,1,2,2019-01-15,15215,16016,-801,-5.0012487512487525
Italy,Italy,week,2019,1,3,2019-01-22,15535,15337,198,1.2909956314794329
Italy,Italy,week,2019,1,4,2019-01-29,15616,15040,576,3.8297872340425414
Italy,Italy,week,2019,2,5,2019-02-05,16009,15899,110,0.6918674130448608
Italy,Italy,week,2019,2,6,2019-02-12,15417,14252,1165,8.174291327532984
Italy,Italy,week,2019,2,7,2019-02-19,15157,14232,925,6.499437886453066
Italy,Italy,week,2019,2,8,2019-02-26,14555,14139,416,2.942216564113437
Italy,Italy,week,2019,3,9,2019-03-05,14801,14610,191,1.3073237508555877
Italy,Italy,week,2019,3,10,2019-03-12,13772,13772,0,0
Italy,Italy,week,2019,3,11,2019-03-19,13206,13206,0,0
Italy,Italy,week,2019,3,12,2019-03-26,12868,12868,0,0
Italy,Italy,week,2019,4,13,2019-04-02,12517,12708,-191,-1.5029902423670052
Italy,Italy,week,2019,4,14,2019-04-09,12734,12682,52,0.41002996372812106
Italy,Italy,week,2019,4,15,2019-04-16,12182,12182,0,0
Italy,Italy,week,2019,4,16,2019-04-23,12458,12101,357,2.9501694074869818
Italy,Italy,week,2019,4,17,2019-04-30,11783,11783,0,0
Netherlands,Netherlands,week,2010,1,2,2010-01-15,2830,3359,-529,-15.748734742482881
Netherlands,Netherlands,week,2010,1,3,2010-01-22,2846,3364,-518,-15.398335315101079
Netherlands,Netherlands,week,2010,1,4,2010-01-29,2865,3322,-457,-13.756773028296209
Netherlands,Netherlands,week,2010,2,5,2010-02-05,2858,3322,-464,-13.9674894641782
Netherlands,Netherlands,week,2010,2,6,2010-02-12,2831,3272,-441,-13.477995110024452
Netherlands,Netherlands,week,2010,2,7,2010-02-19,2900,3311,-411,-12.413168227121716
Netherlands,Netherlands,week,2010,2,8,2010-02-26,2929,3328,-399,-11.989182692307693
Netherlands,Netherlands,week,2010,3,9,2010-03-05,2757,3185,-428,-13.437990580847725
Netherlands,Netherlands,week,2010,3,10,2010-03-12,2760,3171,-411,-12.961210974456009
Netherlands,Netherlands,week,2010,3,11,2010-03-19,2686,3086,-400,-12.961762799740768
Netherlands,Netherlands,week,2010,3,12,2010-03-26,2687,3042,-355,-11.669953977646287
Netherlands,Netherlands,week,2010,4,13,2010-04-02,2586,3037,-451,-14.850181099769515
Netherlands,Netherlands,week,2010,4,14,2010-04-09,2472,2900,-428,-14.758620689655174
Netherlands,Netherlands,week,2010,4,15,2010-04-16,2583,2860,-277,-9.68531468531468
Netherlands,Netherlands,week,2010,4,16,2010-04-23,2581,2760,-179,-6.485507246376812
Netherlands,Netherlands,week,2010,4,17,2010-04-30,2570,2778,-208,-7.487401007919374
Netherlands,Netherlands,week,2010,5,18,2010-05-07,2536,2754,-218,-7.915758896151047
Netherlands,Netherlands,week,2010,5,19,2010-05-14,2687,2771,-84,-3.0313966077228542
Netherlands,Netherlands,week,2010,5,20,2010-05-21,2525,2721,-196,-7.2032341051084074
Netherlands,Netherlands,week,2010,5,21,2010-05-28,2485,2713,-228,-8.403980833026168
Netherlands,Netherlands,week,2010,6,22,2010-06-04,2567,2701,-134,-4.961125509070712
Netherlands,Netherlands,week,2010,6,23,2010-06-11,2502,2624,-122,-4.649390243902445
Netherlands,Netherlands,week,2010,6,24,2010-06-18,2372,2643,-271,-10.253499810821026
Netherlands,Netherlands,week,2010,6,25,2010-06-25,2535,2601,-66,-2.5374855824682783
Netherlands,Netherlands,week,2010,7,26,2010-07-02,2580,2619,-39,-1.4891179839633395
Netherlands,Netherlands,week,2010,7,27,2010-07-09,2653,2725,-72,-2.642201834862391
Netherlands,Netherlands,week,2010,7,28,2010-07-16,2499,2627,-128,-4.872478111914731
Netherlands,Netherlands,week,2010,7,29,2010-07-23,2443,2674,-231,-8.638743455497377
Netherlands,Netherlands,week,2010,7,30,2010-07-30,2314,2571,-257,-9.99611046285493
Netherlands,Netherlands,week,2010,8,31,2010-08-06,2289,2510,-221,-8.804780876494021
Netherlands,Netherlands,week,2010,8,32,2010-08-13,2381,2628,-247,-9.398782343987818
Netherlands,Netherlands,week,2010,8,33,2010-08-20,2464,2568,-104,-4.049844236760123
Netherlands,Netherlands,week,2010,8,34,2010-08-27,2277,2612,-335,-12.825421133231245
Netherlands,Netherlands,week,2010,9,35,2010-09-03,2416,2576,-160,-6.211180124223603
Netherlands,Netherlands,week,2010,9,36,2010-09-10,2433,2570,-137,-5.330739299610897
Netherlands,Netherlands,week,2010,9,37,2010-09-17,2523,2640,-117,-4.431818181818187
Netherlands,Netherlands,week,2010,9,38,2010-09-24,2594,2633,-39,-1.4812001519179603
Netherlands,Netherlands,week,2010,10,39,2010-10-01,2498,2683,-185,-6.89526649273202
Netherlands,Netherlands,week,2010,10,40,2010-10-08,2598,2713,-115,-4.238849981570212
Netherlands,Netherlands,week,2010,10,41,2010-10-15,2543,2763,-220,-7.962359753890695
Netherlands,Netherlands,week,2010,10,42,2010-10-22,2555,2739,-184,-6.717780211756121
Netherlands,Netherlands,week,2010,10,43,2010-10-29,2609,2832,-223,-7.874293785310741
Netherlands,Netherlands,week,2010,11,44,2010-11-05,2559,2815,-256,-9.094138543516877
Netherlands,Netherlands,week,2010,11,45,2010-11-12,2542,2798,-256,-9.149392423159398
Netherlands,Netherlands,week,2010,11,46,2010-11-19,2519,2902,-383,-13.197794624396963
Netherlands,Netherlands,week,2010,11,47,2010-11-26,2542,2908,-366,-12.585969738651997
Netherlands,Netherlands,week,2010,12,48,2010-12-03,2736,2907,-171,-5.882352941176478
Netherlands,Netherlands,week,2010,12,49,2010-12-10,2832,3013,-181,-6.007301692665109
Netherlands,Netherlands,week,2010,12,50,2010-12-17,2873,3129,-256,-8.181527644614889
Netherlands,Netherlands,week,2010,12,51,2010-12-24,2830,3072,-242,-7.877604166666657
Netherlands,Netherlands,week,2011,1,2,2011-01-15,2819,3359,-540,-16.076213158678172
Netherlands,Netherlands,week,2011,1,3,2011-01-22,2624,3364,-740,-21.99762187871582
Netherlands,Netherlands,week,2011,1,4,2011-01-29,2620,3322,-702,-21.131848284166168
Netherlands,Netherlands,week,2011,2,5,2011-02-05,2728,3322,-594,-17.88079470198676
Netherlands,Netherlands,week,2011,2,6,2011-02-12,2675,3272,-597,-18.24572127139365
Netherlands,Netherlands,week,2011,2,7,2011-02-19,2621,3311,-690,-20.83962549078828
Netherlands,Netherlands,week,2011,2,8,2011-02-26,2651,3328,-677,-20.342548076923066
Netherlands,Netherlands,week,2011,3,9,2011-03-05,2686,3185,-499,-15.667189952904238
Netherlands,Netherlands,week,2011,3,10,2011-03-12,2714,3171,-457,-14.411857458215067
Netherlands,Netherlands,week,2011,3,11,2011-03-19,2727,3086,-359,-11.633182112767344
Netherlands,Netherlands,week,2011,3,12,2011-03-26,2686,3042,-356,-11.702827087442472
Netherlands,Netherlands,week,2011,4,13,2011-04-02,2739,3037,-298,-9.812314784326631
Netherlands,Netherlands,week,2011,4,14,2011-04-09,2592,2900,-308,-10.620689655172413
Netherlands,Netherlands,week,2011,4,15,2011-04-16,2652,2860,-208,-7.2727272727272805
Netherlands,Netherlands,week,2011,4,16,2011-04-23,2694,2760,-66,-2.391304347826079
Netherlands,Netherlands,week,2011,4,17,2011-04-30,2591,2778,-187,-6.731461483081361
Netherlands,Netherlands,week,2011,5,18,2011-05-07,2543,2754,-211,-7.661583151779226
Netherlands,Netherlands,week,2011,5,19,2011-05-14,2606,2771,-165,-5.954529050884162
Netherlands,Netherlands,week,2011,5,20,2011-05-21,2551,2721,-170,-6.247703050349145
Netherlands,Netherlands,week,2011,5,21,2011-05-28,2542,2713,-171,-6.302985624769633
Netherlands,Netherlands,week,2011,6,22,2011-06-04,2477,2701,-224,-8.293224731580892
Netherlands,Netherlands,week,2011,6,23,2011-06-11,2479,2624,-145,-5.525914634146346
Netherlands,Netherlands,week,2011,6,24,2011-06-18,2489,2643,-154,-5.826712069617855
Netherlands,Netherlands,week,2011,6,25,2011-06-25,2413,2601,-188,-7.227989234909643
Netherlands,Netherlands,week,2011,7,26,2011-07-02,2535,2619,-84,-3.2073310423825916
Netherlands,Netherlands,week,2011,7,27,2011-07-09,2625,2725,-100,-3.6697247706422047
Netherlands,Netherlands,week,2011,7,28,2011-07-16,2513,2627,-114,-4.339550818424058
Netherlands,Netherlands,week,2011,7,29,2011-07-23,2361,2674,-313,-11.705310396409871
Netherlands,Netherlands,week,2011,7,30,2011-07-30,2431,2571,-140,-5.445352003111623
Netherlands,Netherlands,week,2011,8,31,2011-08-06,2486,2510,-24,-0.95617529880478
Netherlands,Netherlands,week,2011,8,32,2011-08-13,2356,2628,-272,-10.350076103500754
Netherlands,Netherlands,week,2011,8,33,2011-08-20,2415,2568,-153,-5.95794392523365
Netherlands,Netherlands,week,2011,8,34,2011-08-27,2381,2612,-231,-8.843797856049008
Netherlands,Netherlands,week,2011,9,35,2011-09-03,2458,2576,-118,-4.580745341614914
Netherlands,Netherlands,week,2011,9,36,2011-09-10,2520,2570,-50,-1.945525291828801
Netherlands,Netherlands,week,2011,9,37,2011-09-17,2380,2640,-260,-9.848484848484844
Netherlands,Netherlands,week,2011,9,38,2011-09-24,2447,2633,-186,-7.064185339916435
Netherlands,Netherlands,week,2011,10,39,2011-10-01,2593,2683,-90,-3.354453969437202
Netherlands,Netherlands,week,2011,10,40,2011-10-08,2474,2713,-239,-8.809436048654632
Netherlands,Netherlands,week,2011,10,41,2011-10-15,2537,2763,-226,-8.179515019905907
Netherlands,Netherlands,week,2011,10,42,2011-10-22,2551,2739,-188,-6.863818912011681
Netherlands,Netherlands,week,2011,10,43,2011-10-29,2658,2832,-174,-6.144067796610159
Netherlands,Netherlands,week,2011,11,44,2011-11-05,2653,2815,-162,-5.754884547069267
Netherlands,Netherlands,week,2011,11,45,2011-11-12,2567,2798,-231,-8.255897069335234
Netherlands,Netherlands,week,2011,11,46,2011-11-19,2691,2902,-211,-7.270847691247411
Netherlands,Netherlands,week,2011,11,47,2011-11-26,2740,2908,-168,-5.777166437414024
Netherlands,Netherlands,week,2011,12,48,2011-12-03,2782,2907,-125,-4.2999656002752005
Netherlands,Netherlands,week,2011,12,49,2011-12-10,2786,3013,-227,-7.534019249917023
Netherlands,Netherlands,week,2011,12,50,2011-12-17,2915,3129,-214,-6.839245765420259
Netherlands,Netherlands,week,2011,12,51,2011-12-24,2813,3072,-259,-8.430989583333343
Netherlands,Netherlands,week,2012,1,2,2012-01-15,2773,3359,-586,-17.445668353676695
Netherlands,Netherlands,week,2012,1,3,2012-01-22,2785,3364,-579,-17.211652794292505
Netherlands,Netherlands,week,2012,1,4,2012-01-29,2789,3322,-533,-16.044551475015055
Netherlands,Netherlands,week,2012,2,5,2012-02-05,2815,3322,-507,-15.261890427453338
Netherlands,Netherlands,week,2012,2,6,2012-02-12,3034,3272,-238,-7.27383863080685
Netherlands,Netherlands,week,2012,2,7,2012-02-19,3089,3311,-222,-6.704922983992759
Netherlands,Netherlands,week,2012,2,8,2012-02-26,3035,3328,-293,-8.804086538461547
Netherlands,Netherlands,week,2012,3,9,2012-03-04,3061,3185,-124,-3.8932496075353242
Netherlands,Netherlands,week,2012,3,10,2012-03-11,2951,3171,-220,-6.937874487543354
Netherlands,Netherlands,week,2012,3,11,2012-03-18,2891,3086,-195,-6.318859364873617
Netherlands,Netherlands,week,2012,3,12,2012-03-25,2817,3042,-225,-7.3964497041420145
Netherlands,Netherlands,week,2012,4,13,2012-04-01,2793,3037,-244,-8.034244320052693
Netherlands,Netherlands,week,2012,4,14,2012-04-08,2805,2900,-95,-3.275862068965523
Netherlands,Netherlands,week,2012,4,15,2012-04-15,2757,2860,-103,-3.6013986013986
Netherlands,Netherlands,week,2012,4,16,2012-04-22,2786,2760,26,0.9420289855072355
Netherlands,Netherlands,week,2012,4,17,2012-04-29,2773,2778,-5,-0.17998560115191253
Netherlands,Netherlands,week,2012,5,18,2012-05-06,2609,2754,-145,-5.265068990559186
Netherlands,Netherlands,week,2012,5,19,2012-05-13,2653,2771,-118,-4.2583904727535185
Netherlands,Netherlands,week,2012,5,20,2012-05-20,2537,2721,-184,-6.7622197721426005
Netherlands,Netherlands,week,2012,5,21,2012-05-27,2727,2713,14,0.5160339107998624
Netherlands,Netherlands,week,2012,6,22,2012-06-03,2558,2701,-143,-5.294335431321727
Netherlands,Netherlands,week,2012,6,23,2012-06-10,2585,2624,-39,-1.4862804878048763
Netherlands,Netherlands,week,2012,6,24,2012-06-17,2558,2643,-85,-3.2160423760877848
Netherlands,Netherlands,week,2012,6,25,2012-06-24,2574,2601,-27,-1.038062283737034
Netherlands,Netherlands,week,2012,7,26,2012-07-01,2561,2619,-58,-2.214585719740356
Netherlands,Netherlands,week,2012,7,27,2012-07-08,2639,2725,-86,-3.1559633027522977
Netherlands,Netherlands,week,2012,7,28,2012-07-15,2450,2627,-177,-6.737723639132085
Netherlands,Netherlands,week,2012,7,29,2012-07-22,2422,2674,-252,-9.424083769633512
Netherlands,Netherlands,week,2012,7,30,2012-07-29,2559,2571,-12,-0.4667444574095754
Netherlands,Netherlands,week,2012,8,31,2012-08-05,2372,2510,-138,-5.498007968127496
Netherlands,Netherlands,week,2012,8,32,2012-08-12,2359,2628,-269,-10.2359208523592
Netherlands,Netherlands,week,2012,8,33,2012-08-19,2548,2568,-20,-0.7788161993769478
Netherlands,Netherlands,week,2012,8,34,2012-08-26,2534,2612,-78,-2.9862174578866814
Netherlands,Netherlands,week,2012,9,35,2012-09-02,2370,2576,-206,-7.9968944099378945
Netherlands,Netherlands,week,2012,9,36,2012-09-09,2540,2570,-30,-1.1673151750972721
Netherlands,Netherlands,week,2012,9,37,2012-09-16,2474,2640,-166,-6.287878787878782
Netherlands,Netherlands,week,2012,9,38,2012-09-23,2390,2633,-243,-9.229016331181157
Netherlands,Netherlands,week,2012,9,39,2012-09-30,2640,2683,-43,-1.602683563175546
Netherlands,Netherlands,week,2012,10,40,2012-10-07,2523,2713,-190,-7.003317360855149
Netherlands,Netherlands,week,2012,10,41,2012-10-14,2681,2763,-82,-2.9677886355410834
Netherlands,Netherlands,week,2012,10,42,2012-10-21,2666,2739,-73,-2.665206279664119
Netherlands,Netherlands,week,2012,10,43,2012-10-28,2522,2832,-310,-10.94632768361582
Netherlands,Netherlands,week,2012,11,44,2012-11-04,2646,2815,-169,-6.00355239786856
Netherlands,Netherlands,week,2012,11,45,2012-11-11,2691,2798,-107,-3.8241601143674018
Netherlands,Netherlands,week,2012,11,46,2012-11-18,2729,2902,-173,-5.961405926946924
Netherlands,Netherlands,week,2012,11,47,2012-11-25,2727,2908,-181,-6.2242090784043995
Netherlands,Netherlands,week,2012,12,48,2012-12-02,2731,2907,-176,-6.054351565187474
Netherlands,Netherlands,week,2012,12,49,2012-12-09,2772,3013,-241,-7.9986724195154295
Netherlands,Netherlands,week,2012,12,50,2012-12-16,2911,3129,-218,-6.967082134867368
Netherlands,Netherlands,week,2012,12,51,2012-12-23,2860,3072,-212,-6.901041666666657
Netherlands,Netherlands,week,2013,1,2,2013-01-15,3038,3359,-321,-9.556415599880921
Netherlands,Netherlands,week,2013,1,3,2013-01-22,3011,3364,-353,-10.493460166468495
Netherlands,Netherlands,week,2013,1,4,2013-01-29,3082,3322,-240,-7.2245635159542445
Netherlands,Netherlands,week,2013,2,5,2013-02-05,3192,3322,-130,-3.913305237808544
Netherlands,Netherlands,week,2013,2,6,2013-02-12,3143,3272,-129,-3.942542787286058
Netherlands,Netherlands,week,2013,2,7,2013-02-19,3033,3311,-278,-8.39625490788282
Netherlands,Netherlands,week,2013,2,8,2013-02-26,3211,3328,-117,-3.515625
Netherlands,Netherlands,week,2013,3,9,2013-03-05,3170,3185,-15,-0.4709576138147611
Netherlands,Netherlands,week,2013,3,10,2013-03-12,3293,3171,122,3.8473667612740456
Netherlands,Netherlands,week,2013,3,11,2013-03-19,3039,3086,-47,-1.5230071289695388
Netherlands,Netherlands,week,2013,3,12,2013-03-26,3038,3042,-4,-0.13149243918473985
Netherlands,Netherlands,week,2013,4,13,2013-04-02,3067,3037,30,0.9878169245966433
Netherlands,Netherlands,week,2013,4,14,2013-04-09,2974,2900,74,2.551724137931032
Netherlands,Netherlands,week,2013,4,15,2013-04-16,3059,2860,199,6.958041958041946
Netherlands,Netherlands,week,2013,4,16,2013-04-23,2859,2760,99,3.5869565217391255
Netherlands,Netherlands,week,2013,4,17,2013-04-30,2727,2778,-51,-1.8358531317494595
Netherlands,Netherlands,week,2013,5,18,2013-05-07,2560,2754,-194,-7.044299201161948
Netherlands,Netherlands,week,2013,5,19,2013-05-14,2652,2771,-119,-4.294478527607353
Netherlands,Netherlands,week,2013,5,20,2013-05-21,2571,2721,-150,-5.5126791620727715
Netherlands,Netherlands,week,2013,5,21,2013-05-28,2499,2713,-214,-7.88794692222632
Netherlands,Netherlands,week,2013,6,22,2013-06-04,2601,2701,-100,-3.7023324694557544
Netherlands,Netherlands,week,2013,6,23,2013-06-11,2577,2624,-47,-1.791158536585371
Netherlands,Netherlands,week,2013,6,24,2013-06-18,2498,2643,-145,-5.48618993567915
Netherlands,Netherlands,week,2013,6,25,2013-06-25,2539,2601,-62,-2.3836985774701986
Netherlands,Netherlands,week,2013,7,26,2013-07-02,2493,2619,-126,-4.8109965635738945
Netherlands,Netherlands,week,2013,7,27,2013-07-09,2533,2725,-192,-7.045871559633028
Netherlands,Netherlands,week,2013,7,28,2013-07-16,2461,2627,-166,-6.318995051389422
Netherlands,Netherlands,week,2013,7,29,2013-07-23,2488,2674,-186,-6.955871353777113
Netherlands,Netherlands,week,2013,7,30,2013-07-30,2724,2571,153,5.95099183197199
Netherlands,Netherlands,week,2013,8,31,2013-08-06,2486,2510,-24,-0.95617529880478
Netherlands,Netherlands,week,2013,8,32,2013-08-13,2389,2628,-239,-9.094368340943674
Netherlands,Netherlands,week,2013,8,33,2013-08-20,2442,2568,-126,-4.90654205607477
Netherlands,Netherlands,week,2013,8,34,2013-08-27,2402,2612,-210,-8.039816232771827
Netherlands,Netherlands,week,2013,9,35,2013-09-03,2436,2576,-140,-5.434782608695656
Netherlands,Netherlands,week,2013,9,36,2013-09-10,2477,2570,-93,-3.6186770428015507
Netherlands,Netherlands,week,2013,9,37,2013-09-17,2311,2640,-329,-12.462121212121218
Netherlands,Netherlands,week,2013,9,38,2013-09-24,2498,2633,-135,-5.127231295100643
Netherlands,Netherlands,week,2013,10,39,2013-10-01,2369,2683,-314,-11.703317182258672
Netherlands,Netherlands,week,2013,10,40,2013-10-08,2576,2713,-137,-5.049760412827126
Netherlands,Netherlands,week,2013,10,41,2013-10-15,2604,2763,-159,-5.754614549402831
Netherlands,Netherlands,week,2013,10,42,2013-10-22,2543,2739,-196,-7.155896312522813
Netherlands,Netherlands,week,2013,10,43,2013-10-29,2679,2832,-153,-5.402542372881356
Netherlands,Netherlands,week,2013,11,44,2013-11-05,2469,2815,-346,-12.291296625222031
Netherlands,Netherlands,week,2013,11,45,2013-11-12,2503,2798,-295,-10.543245175125094
Netherlands,Netherlands,week,2013,11,46,2013-11-19,2571,2902,-331,-11.40592694693315
Netherlands,Netherlands,week,2013,11,47,2013-11-26,2565,2908,-343,-11.795048143053648
Netherlands,Netherlands,week,2013,12,48,2013-12-03,2743,2907,-164,-5.641554867561055
Netherlands,Netherlands,week,2013,12,49,2013-12-10,2598,3013,-415,-13.773647527381343
Netherlands,Netherlands,week,2013,12,50,2013-12-17,2590,3129,-539,-17.22595078299777
Netherlands,Netherlands,week,2013,12,51,2013-12-24,2787,3072,-285,-9.27734375
Netherlands,Netherlands,week,2014,1,2,2014-01-15,2819,3359,-540,-16.076213158678172
Netherlands,Netherlands,week,2014,1,3,2014-01-22,2740,3364,-624,-18.54934601664685
Netherlands,Netherlands,week,2014,1,4,2014-01-29,2710,3322,-612,-18.422636965683324
Netherlands,Netherlands,week,2014,2,5,2014-02-05,2708,3322,-614,-18.4828416616496
Netherlands,Netherlands,week,2014,2,6,2014-02-12,2855,3272,-417,-12.74449877750611
Netherlands,Netherlands,week,2014,2,7,2014-02-19,2796,3311,-515,-15.554213228631824
Netherlands,Netherlands,week,2014,2,8,2014-02-26,2753,3328,-575,-17.277644230769226
Netherlands,Netherlands,week,2014,3,9,2014-03-05,2713,3185,-472,-14.81946624803767
Netherlands,Netherlands,week,2014,3,10,2014-03-12,2763,3171,-408,-12.86660359508042
Netherlands,Netherlands,week,2014,3,11,2014-03-19,2770,3086,-316,-10.23979261179521
Netherlands,Netherlands,week,2014,3,12,2014-03-26,2662,3042,-380,-12.491781722550954
Netherlands,Netherlands,week,2014,4,13,2014-04-02,2690,3037,-347,-11.425749094501143
Netherlands,Netherlands,week,2014,4,14,2014-04-09,2707,2900,-193,-6.65517241379311
Netherlands,Netherlands,week,2014,4,15,2014-04-16,2592,2860,-268,-9.370629370629374
Netherlands,Netherlands,week,2014,4,16,2014-04-23,2609,2760,-151,-5.471014492753625
Netherlands,Netherlands,week,2014,4,17,2014-04-30,2610,2778,-168,-6.047516198704102
Netherlands,Netherlands,week,2014,5,18,2014-05-07,2528,2754,-226,-8.206245461147418
Netherlands,Netherlands,week,2014,5,19,2014-05-14,2618,2771,-153,-5.521472392638032
Netherlands,Netherlands,week,2014,5,20,2014-05-21,2620,2721,-101,-3.7118706357956626
Netherlands,Netherlands,week,2014,5,21,2014-05-28,2559,2713,-154,-5.6763730187983725
Netherlands,Netherlands,week,2014,6,22,2014-06-04,2511,2701,-190,-7.034431691965935
Netherlands,Netherlands,week,2014,6,23,2014-06-11,2499,2624,-125,-4.763719512195124
Netherlands,Netherlands,week,2014,6,24,2014-06-18,2428,2643,-215,-8.134695421869083
Netherlands,Netherlands,week,2014,6,25,2014-06-25,2442,2601,-159,-6.1130334486735904
Netherlands,Netherlands,week,2014,7,26,2014-07-02,2483,2619,-136,-5.192821687667049
Netherlands,Netherlands,week,2014,7,27,2014-07-09,2653,2725,-72,-2.642201834862391
Netherlands,Netherlands,week,2014,7,28,2014-07-16,2569,2627,-58,-2.207841644461368
Netherlands,Netherlands,week,2014,7,29,2014-07-23,2809,2674,135,5.048616305160806
Netherlands,Netherlands,week,2014,7,30,2014-07-30,2659,2571,88,3.4227926876701673
Netherlands,Netherlands,week,2014,8,31,2014-08-06,2501,2510,-9,-0.35856573705179073
Netherlands,Netherlands,week,2014,8,32,2014-08-13,2540,2628,-88,-3.3485540334855415
Netherlands,Netherlands,week,2014,8,33,2014-08-20,2423,2568,-145,-5.646417445482868
Netherlands,Netherlands,week,2014,8,34,2014-08-27,2478,2612,-134,-5.130168453292498
